word,freq,aoa_mean,aoa_sd
eradicator,0.06,14.17,3.05
erasable,0.02,8.5,2.66
erase,6.22,5.68,2.33
eraser,1,4.95,1.22
erasure,0.06,11.69,4.3
erbium,0.02,16.67,2.89
erect,1.18,12.83,3.97
erectile,0.47,14,2.21
erection,2.18,13.11,2.56
erector,0.14,10.89,4.01
erg,0.1,15.88,4.39
ergo,0.84,15.38,3.07
ergonomic,0.1,14.29,2.82
ergot,0.06,14.23,4
ermine,0.69,13.6,3.24
erode,0.12,10.6,2.89
erodent,0.02,13.8,2.97
eroding,0.37,10.17,2.73
erogenous,0.33,13.29,3.5
erosion,0.55,10.32,2.38
erosive,0.02,11.76,3.96
erotic,3.92,12.63,3.42
erotica,0.55,14.44,3.4
eroticism,0.16,14.62,3.63
eroticize,0.02,15.26,3.36
err,1.51,13.06,2.77
errand,4,6.94,2.67
errant,0.49,14.18,4.2
errantry,0.02,14.57,4.31
errata,#N/A,15,3.56
erratic,1.67,12.7,3.45
erratum,0.02,15.77,5.25
erroneous,0.53,13.79,3.31
error,9.27,6.21,1.51
errorless,0.02,11.33,2.83
ersatz,0.14,17.67,1.97
erstwhile,0.1,14.85,2.38
erudite,0.06,13.1,3.07
erudition,0.06,14.75,5.18
erupt,0.39,8.26,2.77
eruption,0.39,7.53,2.06
eruptive,0.02,11.58,3.34
erythromycin,0.14,15.25,3.54
erythrosine,0.02,15.86,5.96
escalate,0.71,10.94,3.15
escalating,0.61,11.33,2.99
escalation,0.39,12.83,2.98
escalator,1.29,7.11,2.68
escapable,0.02,9.75,2.29
escapade,0.35,11.16,2.24
escape,44.27,6.6,1.47
escapee,0.22,10.58,3.44
escaper,0.02,10.16,3.91
escapism,0.1,13.77,2.86
escapist,0.14,11.83,2.75
escapology,0.02,15.6,3.66
escargot,0.29,11.67,3.76
escarole,0.04,17,4.69
escarpment,0.43,14.5,4.67
eschew,0.02,16,3.05
escort,14.69,10.84,3.62
escritoire,#N/A,18,4.08
escrow,1.55,15.38,4.7
escudo,#N/A,17,3.61
escutcheon,0.06,16.62,5.21
eskimo,1.65,7.12,1.79
esophageal,0.18,15.85,4.3
esophagus,0.71,11.06,2.35
esoteric,0.37,13.67,2.77
especial,0.14,10.42,3.63
espionage,1.71,10.6,2.61
esplanade,0.31,15,3.74
espouse,0.04,14.86,3.01
espresso,2.06,13.26,3.77
esprit,0.27,13.45,3.11
esquire,0.98,12.93,4.71
essay,6.14,8.39,1.58
essence,5.63,11.9,2.99
essential,4.84,10.28,3.97
establish,6.33,10.63,2.71
establishment,4.12,10.37,2.34
estate,21.1,10.84,2.97
esteem,1.69,10.55,2.7
esteemed,1.47,13.11,3.68
estimable,0.04,14.67,4.32
estimate,4.76,8.78,2.07
estimation,0.49,9.79,2.88
estimator,#N/A,11.51,3.04
estrange,0.04,11.95,4.53
estranged,0.41,12.44,2.77
estrangement,0.2,14.83,2.23
estuary,0.1,14.13,3.18
eta,2.73,14.44,6.27
etch,0.2,8.06,2.67
etcher,0.04,12.93,4.86
etching,0.22,10.58,3.04
eternal,10.73,8.26,2.92
eternity,7.98,8.6,2.04
ethanol,0.29,14.68,3.65
ether,2.12,13.44,3.97
ethereal,0.37,14.87,2.85
ethic,1.04,10.21,3.19
ethical,2.73,10.9,2.57
ethics,5.35,11.06,3.65
ethnic,1.78,10.89,2.63
ethnicity,0.22,10.44,2.68
ethnocentric,0.02,15.67,3.27
ethnographic,0.04,15,3.07
ethos,0.14,15.71,2.4
ethyl,0.37,14.8,2.57
ethylene,0.2,15.87,4.26
etiological,0.02,17.58,3
etiology,0.08,17.46,4.43
etiquette,1.88,9.5,2.01
etymological,0.02,16.05,2.95
etymology,0.14,17.43,4.48
eucalyptus,0.49,10.62,3.83
eugenics,0.08,15.67,5
eulogistic,#N/A,15.73,2.49
eulogize,0.08,12.67,2.93
eulogy,1.65,12.47,3.36
eunuch,1.27,15.25,3.47
euphemism,0.9,14.38,4.43
euphemistic,0.02,14.53,3.16
euphonious,0.06,16.4,4.22
euphony,0.02,15.9,3.03
euphoria,0.49,12.11,3.56
euphoric,0.41,12.82,2.48
euro,0.61,13.89,4.63
europium,#N/A,NA,NA
euthanasia,0.45,14,5.28
euthanize,0.22,13.28,4.64
evacuate,5.61,8.9,3.51
evacuation,3.31,9.56,3.99
evade,0.88,11.11,3.18
evader,0.02,12.28,3.74
evaluate,1.73,9.11,2.38
evaluation,4.41,11.37,3.68
evaluator,0.02,11.18,3.49
evangelical,0.22,12.94,3.73
evangelism,0.08,12.39,3.03
evangelist,0.12,10.94,4.62
evaporate,0.47,10.05,2.07
evaporation,0.04,10.39,3.42
evaporator,0.06,11.81,3.2
evasion,1.16,12,4.94
evasive,1.8,12.5,3.31
evasiveness,0.06,13.12,3.94
eve,28.18,5.6,2.45
even,875.92,6.37,2.33
evenhanded,0.02,11.94,2.46
evening,120.69,5.84,2.48
evens,0.53,7.76,2.33
event,26.37,7.81,2.82
eventful,0.35,9.32,3.94
eventide,0.02,17.38,4.33
eventual,0.43,9.58,4.03
eventuality,0.18,12.74,4
eventually,24.43,7.03,2.38
eventuate,0.02,12.92,2.9
ever,709.22,6.26,2.23
everblooming,#N/A,13.23,4.09
evergreen,0.2,8.95,3.11
everlasting,2.55,8.2,2.97
every,549.16,4.2,1.27
everybody,344.22,4.88,1.79
everyday,10.88,5.05,1.72
everyman,0.47,10.64,3.77
everyone,241.65,4.83,1.44
everyplace,0.37,7.61,2.25
everything,654.88,4.44,1.49
everyway,0.04,8.05,3.56
everywhere,51.78,5.61,1.81
everywoman,0.04,10.65,3.39
evict,0.71,10.74,4.29
eviction,0.84,12.61,4.2
evidence,85,10.58,2.83
evident,1.33,12.55,2.7
evidential,0.02,14,3.01
evidentiary,0.45,14.13,3.29
evil,73.16,6.71,2.99
evildoer,0.06,8.33,3.64
evildoing,0.02,10.17,3.19
evilness,0.06,8.5,2.62
eviscerate,0.22,15,3.44
evisceration,0.1,14.4,3.4
evitable,0.02,10.58,3.68
evocation,0.08,14.85,4.26
evocative,0.27,15.75,4.09
evoke,0.29,13.05,2.8
evolution,5.33,10,2.62
evolutional,0.04,12.89,4.56
evolutionary,1.18,10.5,2.75
evolutionist,0.04,13.33,2.87
evolve,1.63,10.63,3.22
evolvement,0.04,13.32,2.43
ewe,0.31,9.31,4.29
ex,12.55,8.74,3.9
exacerbate,0.14,13.93,3.81
exacerbation,0.04,16.65,3.43
exact,22.63,8.16,3.13
exacta,0.1,11.33,3.39
exacting,0.45,11.86,3.57
exaction,0.02,15.25,4.07
exactitude,0.02,14.72,4.42
exactly,247.2,7.49,1.78
exactness,0.02,11,3.22
exaggerate,1.94,9.53,2.41
exaggeration,0.92,9.84,3.1
exaggerator,0.04,9.7,3.28
exalt,0.2,12.62,3.95
exaltation,0.06,12.86,2.82
exam,13.41,8.21,2.9
examination,5.51,8,2.67
examine,9.88,8.85,2.46
examiner,2.55,11.95,3.08
example,29.94,7.39,1.75
exasperate,0.04,10.17,3.05
exasperated,0.16,12.83,4.71
exasperating,0.24,11.81,3.33
exasperation,0.02,11.78,2.13
excavate,0.2,10.8,3.3
excavation,0.63,10.89,2.23
excavator,0.08,13,4.46
exceed,1.25,9.95,2.67
excel,0.73,11.56,3.31
excellence,2.63,8.24,3.28
excellent,52.71,7.37,1.98
excelsior,0.75,13.44,3.12
except,111.69,6.48,2.2
exception,8.02,9.39,2.4
exceptional,2.92,9.5,2.07
excerpt,0.1,11,2.85
excess,3.06,9.58,2.97
excessive,2.43,10,2.74
exchange,20.22,8.35,3.17
exchanger,0.02,9.95,2.66
exchequer,0.1,16.75,3.88
excise,0.16,13.25,4.6
excision,0.02,13.33,3.17
excitability,0.04,11.5,2.36
excitable,0.47,9.79,4.01
excitation,0.06,11.12,4.31
excitatory,0.02,14.08,3.6
excite,2.14,6.61,1.85
excited,48.61,6.21,1.69
excitement,12.31,7.2,2.35
exciter,0.02,12.67,3.58
exciting,34.82,6.26,3.07
exclaim,0.14,8.94,1.98
exclamation,0.55,7.94,2.24
exclamatory,0.02,12.21,2.42
exclude,1,9.35,2.13
exclusion,0.24,10.39,2.87
exclusionary,0.04,13.95,2.99
exclusive,7.8,10.16,2.52
exclusiveness,0.06,12.63,3.37
exclusivity,0.22,13.75,3.77
excommunicate,0.1,11.5,3.85
excommunication,0.14,14,3.09
excoriation,0.02,15.57,3.6
excrement,1.22,12.11,2.22
excremental,0.04,14.53,2.26
excreta,0.02,12.8,3.65
excrete,0.04,13.11,2.76
excretion,0.12,11.22,2.73
excruciate,0.02,11.78,2.98
excruciating,1.31,12.62,4.13
exculpate,0.02,16,3.38
exculpatory,0.1,15.43,1.81
excursion,0.67,10.11,2.78
excursus,0.02,14.5,1.73
excusable,0.14,9.37,3.22
excuse,368.1,6.33,2
excuser,0.02,9.47,2.43
exec,1.08,11.86,3.28
execrable,0.02,14.27,3.07
execrate,0.02,15.07,2.84
execration,#N/A,14.57,2.94
executable,0.02,13.06,3.93
execute,5.55,10.22,3.52
execution,9.75,9.05,3.22
executioner,1.35,9.79,2.25
executive,10.61,11.65,3.52
executor,0.63,12.61,3.29
executrix,0.02,14.5,5.15
exemplar,0.18,14.54,3.1
exemplary,0.86,13.06,2.61
exemplify,0.06,11.72,2.61
exempt,0.73,13.11,4.2
exemption,0.39,13.83,3.35
exercise,17.73,6.17,2.83
exerciser,0.04,9.81,3.37
exert,0.67,11.35,4.23
exertion,0.29,11.58,2.04
exfoliate,0.12,14.4,3.41
exfoliating,0.12,11.21,3.36
exfoliation,0.12,13.2,2.93
exhalation,0.06,12.22,3.67
exhale,1.67,8.42,2.12
exhaust,2.14,9.19,2.94
exhaustion,1.61,7.61,2.73
exhaustive,0.55,11.44,2.68
exhibit,7.61,9.11,3.05
exhibition,4.06,11.25,3.93
exhibitionism,0.12,14.75,2.38
exhibitionist,0.2,15,1.94
exhibitor,0.04,14.21,2.39
exhilarate,0.04,11.79,3.05
exhilarated,0.45,11.78,2.56
exhilarating,1.12,13.16,3.32
exhilaration,0.25,12.5,2.07
exhortation,0.04,14.29,2.91
exhumation,0.43,13.76,3.03
exhume,0.47,13.06,2.84
exigent,0.1,14.62,5.6
exiguous,#N/A,16.4,2.51
exile,1.86,11,4.24
exist,28.96,8.89,3.16
existence,11.69,11.61,3.35
existent,0.06,11.22,4.22
existential,0.73,14.94,2.99
existentialism,0.2,16.41,2.06
existentialist,0.1,14.94,3.64
existing,1.92,8.65,2.08
exit,15.57,6.68,2.08
exobiological,0.02,17.89,2.32
exobiology,0.06,15.25,3.55
exocrine,0.02,14.79,4.04
exodus,0.78,10.38,4.9
exonerate,0.71,14.28,2.67
exoneration,0.1,12.36,3.23
exorbitant,0.35,15.59,2.09
exorcism,1.86,12.06,3.13
exorcist,0.98,12.11,2.85
exorcize,0.04,11.47,3.04
exordium,#N/A,17.5,2.59
exoskeleton,0.25,13.22,3.8
exothermal,0.02,14.06,2.69
exothermic,0.04,13.64,3.32
exotic,6,10.42,3.91
exotica,0.06,14.39,3.47
expand,3.49,8.42,2.09
expandable,0.1,11.44,3.18
expander,0.08,10.74,4.51
expanse,0.22,11.94,4.64
expansion,1.73,11.14,3.28
expansionism,0.04,16.33,2.93
expansionist,0.06,15.12,4.01
expansionistic,0.02,16.92,2.39
expansive,0.24,12.1,3.39
expansiveness,0.02,11.11,2.96
expatriate,0.18,14.53,3.07
expect,103.9,8.7,2.81
expectable,0.02,11.21,3.52
expectancy,0.63,11.18,3.65
expectant,0.31,9.28,3.32
expectation,1.31,10.32,3.15
expectorant,0.08,15.44,3.18
expectoration,0.02,15.22,3.07
expedience,0.12,13.53,4.72
expediency,0.2,13.47,3.74
expedient,0.43,13.21,2.49
expedite,0.67,14,3.56
expediter,0.12,14.33,2.83
expedition,5.67,10.17,2.46
expeditionary,0.29,14.17,3.65
expeditious,0.14,12.56,3.52
expel,1.37,9.59,2.67
expend,0.08,13.06,3.58
expendable,1.51,12.5,2.12
expender,0.02,14,3.08
expenditure,0.27,12.84,2.22
expense,7.45,10.72,3.94
expensive,27.94,6.33,2
experience,60.55,8.95,2.25
experiment,16.2,8.58,1.74
experimental,3.9,10.21,2.74
experimentation,0.59,11.11,2.9
experimenter,0.04,10.59,3.28
expert,22.12,9.63,2.61
expertise,3.98,10.61,2.83
expiate,0.02,14.8,3.74
expiation,0.04,13.6,0.89
expiatory,0.04,13.5,5.07
expiration,1.02,9.21,2.88
expiratory,0.04,13.33,3.44
expire,0.9,7.68,2.77
expiry,0.08,13.18,4.79
explain,111.18,6.5,1.72
explainable,0.2,12.06,2.9
explainer,0.02,8.32,2.08
explanation,20.06,7.74,2.58
explanatory,0.04,10.5,2.75
expletive,0.25,12.85,2.7
explicable,0.02,12.25,3.15
explication,0.06,13.38,5.24
explicit,1.39,11.67,3.27
explode,9.78,7,1.81
exploder,0.16,10.53,3.36
exploit,2.45,12.26,2.58
exploitable,0.1,12.53,3.13
exploitation,1,14.75,4.51
exploitative,0.12,15.11,2.96
exploiter,0.06,13.11,3.31
exploitive,0.1,14.74,3.3
exploration,1.88,8.26,2.18
exploratory,0.49,12.89,2.95
explore,6.22,7.06,1.26
explorer,1.9,7.11,2.17
explosion,16.49,7.16,2.61
explosive,5.31,9.19,3.17
explosiveness,0.02,10,2.69
expo,0.39,10.89,5.09
exponent,0.08,12.89,2.7
exponential,0.2,13.79,3.17
export,1.27,11,3.71
exportation,0.02,11.58,2.71
exporter,0.08,12.05,2.5
exposable,0.02,13,4.58
expose,7.06,10.68,2.81
exposition,0.78,14.05,3.12
expositional,0.04,14.77,2.49
expositor,#N/A,13.75,1.91
exposure,5.71,10.44,3.09
expound,0.1,12.88,3.26
express,17.92,8.8,2.31
expressible,0.02,10,3.37
expression,12.76,6.94,2.04
expressional,0.02,13.47,4.57
expressionism,0.04,14.39,3.13
expressionist,0.08,13.18,3.52
expressionistic,0.08,14.83,4.18
expressionless,0.06,11.47,3.14
expressive,0.45,8.78,2.46
expressiveness,0.02,10.05,2.25
expressway,0.96,10.74,3.21
expropriation,0.04,17.69,2.44
expulse,0.02,13.64,3.37
expulsion,0.8,11.17,2.6
expulsive,0.02,12.25,2.91
expunge,0.1,14.83,3.15
exquisite,4.18,12.35,3.22
extant,0.12,13,4
extemporaneous,0.12,15.18,3.22
extemporary,0.02,14.62,2.39
extempore,0.02,15.83,2.08
extend,6.41,9.89,2.05
extendable,0.02,12.11,3.03
extender,0.12,10.24,3.09
extensible,0.02,15.19,2.86
extension,5.39,8.65,2.13
extensive,3.71,11.83,3.17
extensor,0.04,13.5,2.34
extent,4.06,10.72,2.05
extenuate,0.02,13.81,3.19
exterior,2.37,10.53,3.42
exteriorize,0.06,15.6,3.66
exterminate,1.12,9.25,3.19
extermination,1.02,10.11,3.05
exterminator,2,8.17,2.81
extern,#N/A,15.91,4.37
external,2.47,9.56,2.89
externalization,0.02,14.06,2.94
extinct,2.51,7.67,2.85
extinction,1.49,8.89,2.28
extinguish,0.84,8.95,3.14
extinguisher,1.53,7.35,2.13
extol,0.04,12.88,5.74
extort,0.65,12.56,3.71
extortion,2.57,13.17,3.33
extortionate,0.02,15.11,2.15
extortionist,0.2,14.67,3.43
extra,59.16,6.11,2.05
extract,2.94,11.05,2.82
extraction,2.47,11.61,3.24
extractor,0.1,13.35,3.33
extracurricular,1.45,10.33,2.61
extradite,0.25,15.41,3.47
extradition,1.29,13.76,3.56
extrajudicial,0.02,15,3.78
extralegal,0.02,13.75,3.97
extramarital,0.29,13.95,2.78
extraneous,0.29,13.69,2.59
extraordinaire,0.65,10.45,5.03
extraordinary,15.12,9.32,3.51
extrapolate,0.35,15.67,2.1
extrapolation,0.08,14.57,4.78
extras,2.06,8.12,4.08
extrasensory,0.2,12.79,3.77
extraterrestrial,2,9.11,2.87
extravagance,0.53,10.74,2.98
extravagant,1.45,9.68,2.54
extravaganza,0.71,10.74,4.25
extravehicular,0.02,15.11,3.77
extreme,10.94,9.47,2.57
extremism,0.06,14.24,2.95
extremist,0.37,11.78,3.46
extremity,0.39,11.26,2.9
extricate,0.33,14.94,4.17
extrication,0.1,13.73,4.24
extrovert,0.1,12.05,3.03
extroverted,0.06,13.35,3.18
extrusion,0.02,12.93,5.12
exuberance,0.33,13.39,2.77
exuberant,0.24,10.94,2.84
exudate,0.02,17.88,3.8
exudation,#N/A,15.33,3.28
exude,0.22,13.3,2.7
exultant,0.02,14.59,3.95
exultation,0.12,13.43,3.34
exurban,0.02,14.82,6.05
eye,111.78,3.75,1.71
eyeball,1.84,3.83,1.54
eyebath,0.02,12.43,3.74
eyebrow,1.39,5.5,2.28
eyedrop,0.06,7.39,2.59
eyedropper,0.14,6.61,1.72
eyeful,0.43,8.61,3.01
eyeglass,0.06,6.33,2.61
eyeglasses,0.67,4.9,2.36
eyelash,0.86,5.8,2.5
eyeless,0.06,8.42,3.59
eyelid,0.33,6.33,3.16
eyeliner,1.02,10.63,3.11
eyepiece,0.04,9,2.97
eyes,221.55,3.44,1.36
eyeshot,0.06,11.88,2.75
eyesight,1.94,7.59,2.45
eyesore,0.35,8,2.33
eyestrain,0.04,12.11,4.56
eyetooth,0.04,10.2,4.28
eyewash,0.14,11,3.99
eyewear,0.12,8.79,3.22
eyewitness,3.96,9.28,2.67
fable,0.39,8.56,3.13
fabled,0.45,10,3.48
fabric,4.8,6.68,2.6
fabricate,0.33,11.72,2.74
fabrication,0.84,12.89,2.13
fabulous,20.51,7.83,2.94
fabulousness,0.06,11.24,3.88
facade,0.82,13,2.99
face,289.16,3.75,2.2
facedown,0.35,7.32,3.22
faceless,0.73,10.26,2.88
facelift,0.14,12.11,3.05
faceplate,0.1,12.44,4.62
facer,0.02,12.85,2.76
facet,0.25,10.28,4.87
facetiae,0.02,16,2.88
facetious,0.12,14.81,3.51
facial,5.75,10.28,3.03
facie,0.14,16.29,4.68
facile,0.12,14.07,3.32
facilitate,0.98,12.84,2.79
facilitation,0.12,14.41,3.86
facilitator,0.31,13.05,3.67
facility,14.18,9.26,3.26
facsimile,0.18,14.14,4.7
fact,172.57,6.47,2.78
faction,1.14,11.67,2.91
factitious,0.02,14.5,2.9
factoid,0.06,12.24,3.67
factor,7.25,9.72,2.4
factory,16.8,6.89,2.16
factotum,0.12,15.67,3.5
factual,0.53,10.25,2.34
faculty,4.86,10.16,3.02
fad,0.76,10.25,2.97
fade,5.61,6.95,2.67
fader,0.04,11.1,2.64
fag,5.39,9.72,3.01
faggot,6.86,11.42,3.31
fail,24.59,6,1.61
failing,5.39,8.13,1.47
faille,0.02,16,4.18
failsafe,0.24,11.44,3.28
failure,20.02,8,2.11
faint,9.27,7.53,2.12
fainthearted,0.04,11.28,2.78
faintness,0.04,9.94,3.21
fair,94.75,5.67,1.91
faire,0.65,10.62,3.07
fairground,0.2,7.22,2.71
fairlead,0.02,11.7,4.24
fairness,2.04,5.61,2.91
fairway,0.47,10.72,3.21
fairy,16.69,5.17,1.79
fairyland,0.24,8.22,4.32
fairytale,#N/A,4.95,1.93
fait,0.57,16,2.29
faith,46.33,7.62,3.31
faithful,9.12,8.42,3.52
faithfulness,0.2,10.83,2.98
faithless,0.53,9.83,4
faithlessness,0.02,12.14,2.83
fake,36.33,5.83,2.26
faker,1.73,7.28,3.44
fakery,0.18,11.12,3.84
fakir,0.08,11,3.92
falafel,0.61,14.11,4.23
falchion,#N/A,15.4,3.58
falcon,3.31,7.42,2.57
falconer,0.08,15.31,3.3
falconry,0.04,11.54,2.99
fall,118.51,4.71,2.63
fallacious,0.02,13.4,3.33
fallacy,0.39,13.83,3.93
fallback,0.63,11.06,4.8
faller,0.04,11.8,4.21
fallibility,0.04,14.6,3.92
fallible,0.24,12.12,2.42
fallopian,0.43,13.83,3.59
fallout,2.18,10.67,3.2
fallow,0.8,12.81,3.21
FALSE,#N/A,6.72,2.15
falsehood,0.2,11.94,3.67
falsetto,0.29,11.88,4.08
falsification,0.06,11.63,2.79
falsify,0.24,12.47,3.08
falsity,0.14,12.07,4.23
falter,0.31,13.33,2.54
fame,8.65,7.26,2.49
famed,0.82,9.89,1.91
familial,0.25,12.11,2.88
familiar,34.51,7.21,1.44
familiarity,0.67,12.1,2.47
familiarization,0.02,11.72,2.63
familiarize,0.37,10.63,2.71
family,354.25,3.38,1.43
famine,1.59,10,2.47
famish,0.06,9.39,2.59
famished,1.43,9.67,4.24
famous,45.02,6.84,1.89
fan,35.14,5.63,2.54
fanatic,1.65,11.71,3.55
fanatical,0.53,12.89,3.79
fanaticism,0.12,15,4
fanciful,0.49,12.41,3.54
fanciness,0.02,8.06,2.73
fancy,34.84,7.17,2.85
fandango,0.1,15.07,4.71
fandom,0.04,12.46,3.93
fane,#N/A,11.67,3.37
fanfare,1.12,11.84,2.29
fang,1.92,8.47,3.01
fangled,0.02,10.77,3.27
fanjet,0.02,13.3,5.72
fantail,0.2,14.7,2.58
fantasize,1.75,9.58,3.64
fantastic,39.78,7.21,2.7
fantastical,0.27,10.94,3.59
fantasy,16.24,8.4,1.73
fanzine,0.02,15.75,4.13
far,220.76,4.88,1.57
farandole,0.04,14,NA
faraway,1.82,7.44,3.35
farce,1.75,12.12,2.99
farceur,0.02,16,1.41
farcical,0.12,15.19,2.43
fare,6.16,8.21,3.01
farewell,9.45,8.43,2.93
farfetched,0.08,12.95,4.27
farm,30.04,3.85,1.5
farmer,11.84,4.74,1.28
farmhand,0.06,7.89,3.71
farmhouse,1.31,5.89,2.32
farming,1.61,5.37,2.14
farmland,0.39,7.9,2.43
farmstead,0.02,11.47,4.05
farmyard,0.2,6,2.47
faro,0.67,15.17,2.48
farouche,0.04,17,3.61
farrier,0.06,11.78,1.86
farrow,1.76,14,3.94
farseeing,#N/A,11,2.92
farsighted,0.12,10.33,2.66
fart,6.43,5.78,2.34
farthing,0.25,12.67,4.69
farthingale,0.02,14.83,3.66
fascia,0.1,15.78,3.77
fasciculus,0.04,16.71,3.35
fascinate,0.51,10.21,2.92
fascinating,15.08,11.22,3.37
fascination,1.76,8.63,2.85
fascism,0.76,14.33,2.99
fascist,2.45,14.68,3.18
fascistic,0.02,15.57,2.41
fashion,18.76,8.2,3.07
fashionable,1.92,9.67,2.79
fast,137.45,3.74,1.33
fastback,0.08,10,4.13
fastball,1.16,7.06,1.73
fasten,3.73,7.26,2.02
fastener,0.02,8.72,2.85
fastidious,0.37,13.21,2.75
fastidiousness,0.02,14.94,2.7
fat,79.43,5.15,1.84
fatal,7.1,9.05,2.61
fatale,0.25,13.5,3.49
fatalism,0.08,13.89,2.49
fatalist,0.06,14.39,3.09
fatalistic,0.08,13.65,3.18
fatality,0.9,10.26,2.49
fatback,0.1,11.4,4.07
fate,26.96,10.3,2.83
fated,0.63,10.18,2.19
fateful,1,11.12,2.76
fathead,0.65,8.67,3.33
fatheaded,0.06,8.82,2.53
father,554.49,4.11,1.76
fatherhood,0.45,8.5,3.76
fatherland,0.76,11.4,4.19
fatherless,0.31,7.65,2.78
fatherly,0.61,9.44,2.41
fathom,1.04,11.44,3.96
fathometer,0.04,15.88,5.96
fatigability,0.02,12.93,3.41
fatigue,1.82,11.83,4.03
fatling,0.02,10.3,4.03
fatness,0.12,8.61,3.93
fatso,3.16,6.72,1.78
fatted,0.25,11.75,4
fatten,0.45,7.94,4.01
fattish,0.02,8.33,3.47
fatty,5.1,6.37,1.42
fatuity,#N/A,14.58,3.65
fatuous,0.14,14.2,3.88
faucet,1.43,6.29,2.8
fault,104.12,6.94,2.84
faultless,0.02,10.42,2.73
faulty,1.63,9.63,3.42
faun,0.51,13.72,4.69
fauna,0.53,12.2,2.78
fauvism,0.02,16.2,2.86
faux,0.8,13.25,3.67
favor,70.76,6.94,2.34
favorable,1.08,11.9,2.94
favorite,59.45,5.72,2.44
favoritism,0.41,8.58,3.91
fawn,0.71,8.4,3.35
fax,7,9.68,3.31
fayed,5.9,11.4,5.98
faze,0.43,10.81,3.85
fealty,0.16,14.43,2.76
fear,69.08,4.79,1.93
fearful,2.16,7.5,2.66
fearfulness,0.04,9.79,2.23
fearless,2.98,9.37,3.15
fearlessness,0.04,9,2.56
fearsome,0.76,7.78,1.83
feasibility,0.1,13,2.73
feasible,0.61,13.12,4.11
feast,6.71,7.81,3.91
feat,1.53,11.26,4.04
feather,6.63,4.67,1.81
featherbed,0.16,9.35,3.98
featherbrain,0.02,12.23,4.25
featherbrained,0.02,10.29,2.05
feathered,0.67,8.11,3.6
featherhead,0.06,11.79,3.17
featherheaded,0.04,10.53,2.83
featherless,0.04,10.33,3.18
featherweight,0.14,10.67,4.14
feathery,0.2,8.42,2.69
feature,5.84,7,2.28
featureless,0.04,11.33,3.6
febrile,0.2,17,3.79
fecal,0.59,11.67,2.99
feces,0.75,9.89,3.63
feckless,0.1,13.4,3.89
feculent,0.02,14.73,3.52
fecund,0.04,16,2.4
fecundation,#N/A,17.14,2.61
fecundity,0.04,14.89,4.99
fed,15.88,5.68,2.66
federal,23,13.5,3.91
federalize,0.02,13.29,4.43
federation,3.86,12.17,2.6
fedora,0.25,12.69,5.4
fee,9.69,8.56,2.55
feeble,1.69,9.39,2.95
feebleminded,0.02,11.65,3.12
feed,42.39,4.17,1.58
feedback,2.75,10.7,3.6
feedbag,0.2,9.06,4.07
feeder,0.69,7.29,4.34
feedlot,0.1,12.25,5.08
feel,627.24,5.11,2.73
feeler,0.14,9.26,2.83
feeling,168.18,5.31,1.86
feign,0.45,13.93,3.35
feint,0.45,12.73,2.72
feisty,1.39,9.17,1.95
feldspar,0.14,14.82,3.95
felicitate,0.04,15.69,5.6
felicitous,0.08,14,4.65
feline,0.9,8.43,3.11
fell,73,3.28,1.2
fellah,0.14,10,3.92
fellate,0.02,14.75,5.56
fellatio,0.63,14.93,3.12
feller,1.71,8.5,3.92
fellow,58.57,8.89,2.49
fellowman,#N/A,11.54,3.15
fellowship,2.94,10.37,4.66
felon,2.51,10.71,2.26
felonious,0.27,14.06,3.02
felony,5.59,12.45,2.04
felt,119.82,6.1,1.95
female,31.61,5.89,2.35
femaleness,0.02,10.06,3.05
feminine,4.57,8.26,3.49
femininity,0.39,12.44,3.76
feminism,0.33,13.06,2.61
feminist,1.82,12.06,3
feministic,0.02,14.28,3.71
feminization,0.04,14.06,3.92
femme,1.24,13.71,3.04
femoral,1.06,13.31,3.73
femur,1.14,11.11,2
fen,0.35,16.64,4.52
fence,16.06,6.28,3.36
fencer,0.04,11.84,4.59
fencing,1.37,10.94,2.62
fend,0.92,10.18,2.1
fender,2.55,8.5,2.92
fennel,0.76,13.68,4.73
fenny,0.02,12.6,4.28
feral,0.18,12.93,3
ferment,0.22,13.2,3.66
fermentation,0.14,12.59,4.18
fermium,0.04,14.71,2.06
fern,3.2,8.67,3.54
ferocious,1.55,9.74,3.14
ferociousness,0.04,10.4,2.68
ferocity,0.2,12.24,3.23
ferret,1.63,8.47,4.96
ferrite,0.02,17.7,4.64
ferrous,0.04,13.71,3.22
ferry,5.35,8,1.94
ferryboat,0.41,8.63,2.99
ferryman,0.12,10.62,1.56
fertile,1.57,9.32,2.69
fertility,1.9,14.45,2.87
fertilization,0.24,9.47,2.01
fertilize,0.41,9.53,3.1
fertilizer,1.96,7.67,2.63
fervency,0.02,15.08,1.98
fervent,0.35,13.24,3.51
fervor,0.29,11.75,3.19
fescue,0.08,16.1,5.17
fess,0.59,10.57,4.65
fest,1.35,9.88,2.75
festal,#N/A,14.44,4
fester,2.69,11.01,2.77
festival,9.9,8.39,2.91
festive,1.92,8.42,2.46
festiveness,0.02,12.25,4.27
festivity,0.16,9.84,3.79
festoon,0.06,14.6,4.25
feta,0.12,15.94,4.09
fetal,1.16,11.95,2.8
fetch,10.96,6.61,2.55
fete,0.31,14.46,3.91
fetid,0.14,13.6,3.2
fetish,2.29,13.44,3.07
fetishism,0.12,14.94,2.17
