word,aoa_mean,aoa_sd
facilitate,12.84,2.79
facilitation,14.41,3.86
facilitator,13.05,3.67
facility,9.26,3.26
facsimile,14.14,4.7
fact,6.47,2.78
faction,11.67,2.91
factitious,14.5,2.9
factoid,12.24,3.67
factor,9.72,2.4
factory,6.89,2.16
factotum,15.67,3.5
factual,10.25,2.34
faculty,10.16,3.02
fad,10.25,2.97
fade,6.95,2.67
fader,11.1,2.64
fag,9.72,3.01
faggot,11.42,3.31
fail,6,1.61
failing,8.13,1.47
faille,16,4.18
failsafe,11.44,3.28
failure,8,2.11
faint,7.53,2.12
fainthearted,11.28,2.78
faintness,9.94,3.21
fair,5.67,1.91
faire,10.62,3.07
fairground,7.22,2.71
fairlead,11.7,4.24
fairness,5.61,2.91
fairway,10.72,3.21
fairy,5.17,1.79
fairyland,8.22,4.32
fairytale,4.95,1.93
fait,16,2.29
faith,7.62,3.31
faithful,8.42,3.52
faithfulness,10.83,2.98
faithless,9.83,4
faithlessness,12.14,2.83
fake,5.83,2.26
faker,7.28,3.44
fakery,11.12,3.84
fakir,11,3.92
falafel,14.11,4.23
falchion,15.4,3.58
falcon,7.42,2.57
falconer,15.31,3.3
falconry,11.54,2.99
fall,4.71,2.63
fallacious,13.4,3.33
fallacy,13.83,3.93
fallback,11.06,4.8
faller,11.8,4.21
fallibility,14.6,3.92
fallible,12.12,2.42
fallopian,13.83,3.59
fallout,10.67,3.2
fallow,12.81,3.21
FALSE,6.72,2.15
falsehood,11.94,3.67
falsetto,11.88,4.08
falsification,11.63,2.79
falsify,12.47,3.08
falsity,12.07,4.23
falter,13.33,2.54
fame,7.26,2.49
famed,9.89,1.91
familial,12.11,2.88
familiar,7.21,1.44
familiarity,12.1,2.47
familiarization,11.72,2.63
familiarize,10.63,2.71
family,3.38,1.43
famine,10,2.47
famish,9.39,2.59
famished,9.67,4.24
famous,6.84,1.89
fan,5.63,2.54
fanatic,11.71,3.55
fanatical,12.89,3.79
fanaticism,15,4
fanciful,12.41,3.54
fanciness,8.06,2.73
fancy,7.17,2.85
fandango,15.07,4.71
fandom,12.46,3.93
fane,11.67,3.37
fanfare,11.84,2.29
fang,8.47,3.01
fangled,10.77,3.27
fanjet,13.3,5.72
fantail,14.7,2.58
fantasize,9.58,3.64
fantastic,7.21,2.7
fantastical,10.94,3.59
fantasy,8.4,1.73
fanzine,15.75,4.13
far,4.88,1.57
farandole,14,NA
faraway,7.44,3.35
farce,12.12,2.99
farceur,16,1.41
farcical,15.19,2.43
fare,8.21,3.01
farewell,8.43,2.93
farfetched,12.95,4.27
farm,3.85,1.5
farmer,4.74,1.28
farmhand,7.89,3.71
farmhouse,5.89,2.32
farming,5.37,2.14
farmland,7.9,2.43
farmstead,11.47,4.05
farmyard,6,2.47
faro,15.17,2.48
farouche,17,3.61
farrier,11.78,1.86
farrow,14,3.94
farseeing,11,2.92
farsighted,10.33,2.66
fart,5.78,2.34
farthing,12.67,4.69
farthingale,14.83,3.66
fascia,15.78,3.77
fasciculus,16.71,3.35
fascinate,10.21,2.92
fascinating,11.22,3.37
fascination,8.63,2.85
fascism,14.33,2.99
fascist,14.68,3.18
fascistic,15.57,2.41
fashion,8.2,3.07
fashionable,9.67,2.79
fast,3.74,1.33
fastback,10,4.13
fastball,7.06,1.73
fasten,7.26,2.02
fastener,8.72,2.85
fastidious,13.21,2.75
fastidiousness,14.94,2.7
fat,5.15,1.84
fatal,9.05,2.61
fatale,13.5,3.49
fatalism,13.89,2.49
fatalist,14.39,3.09
fatalistic,13.65,3.18
fatality,10.26,2.49
fatback,11.4,4.07
fate,10.3,2.83
fated,10.18,2.19
fateful,11.12,2.76
fathead,8.67,3.33
fatheaded,8.82,2.53
father,4.11,1.76
fatherhood,8.5,3.76
fatherland,11.4,4.19
fatherless,7.65,2.78
fatherly,9.44,2.41
fathom,11.44,3.96
fathometer,15.88,5.96
fatigability,12.93,3.41
fatigue,11.83,4.03
fatling,10.3,4.03
fatness,8.61,3.93
fatso,6.72,1.78
fatted,11.75,4
fatten,7.94,4.01
fattish,8.33,3.47
fatty,6.37,1.42
fatuity,14.58,3.65
fatuous,14.2,3.88
faucet,6.29,2.8
fault,6.94,2.84
faultless,10.42,2.73
faulty,9.63,3.42
faun,13.72,4.69
fauna,12.2,2.78
fauvism,16.2,2.86
faux,13.25,3.67
favor,6.94,2.34
favorable,11.9,2.94
favorite,5.72,2.44
favoritism,8.58,3.91
fawn,8.4,3.35
fax,9.68,3.31
fayed,11.4,5.98
faze,10.81,3.85
fealty,14.43,2.76
fear,4.79,1.93
fearful,7.5,2.66
fearfulness,9.79,2.23
fearless,9.37,3.15
fearlessness,9,2.56
fearsome,7.78,1.83
feasibility,13,2.73
feasible,13.12,4.11
feast,7.81,3.91
feat,11.26,4.04
feather,4.67,1.81
featherbed,9.35,3.98
featherbrain,12.23,4.25
featherbrained,10.29,2.05
feathered,8.11,3.6
featherhead,11.79,3.17
featherheaded,10.53,2.83
featherless,10.33,3.18
featherweight,10.67,4.14
feathery,8.42,2.69
feature,7,2.28
featureless,11.33,3.6
febrile,17,3.79
fecal,11.67,2.99
feces,9.89,3.63
feckless,13.4,3.89
feculent,14.73,3.52
fecund,16,2.4
fecundation,17.14,2.61
fecundity,14.89,4.99
fed,5.68,2.66
federal,13.5,3.91
federalize,13.29,4.43
federation,12.17,2.6
fedora,12.69,5.4
fee,8.56,2.55
feeble,9.39,2.95
feebleminded,11.65,3.12
feed,4.17,1.58
feedback,10.7,3.6
feedbag,9.06,4.07
feeder,7.29,4.34
feedlot,12.25,5.08
feel,5.11,2.73
feeler,9.26,2.83
feeling,5.31,1.86
feign,13.93,3.35
feint,12.73,2.72
feisty,9.17,1.95
feldspar,14.82,3.95
felicitate,15.69,5.6
felicitous,14,4.65
feline,8.43,3.11
fell,3.28,1.2
fellah,10,3.92
fellate,14.75,5.56
fellatio,14.93,3.12
feller,8.5,3.92
fellow,8.89,2.49
fellowman,11.54,3.15
fellowship,10.37,4.66
felon,10.71,2.26
felonious,14.06,3.02
felony,12.45,2.04
felt,6.1,1.95
female,5.89,2.35
femaleness,10.06,3.05
feminine,8.26,3.49
femininity,12.44,3.76
feminism,13.06,2.61
feminist,12.06,3
feministic,14.28,3.71
feminization,14.06,3.92
femme,13.71,3.04
femoral,13.31,3.73
femur,11.11,2
fen,16.64,4.52
fence,6.28,3.36
fencer,11.84,4.59
fencing,10.94,2.62
fend,10.18,2.1
fender,8.5,2.92
fennel,13.68,4.73
fenny,12.6,4.28
feral,12.93,3
ferment,13.2,3.66
fermentation,12.59,4.18
fermium,14.71,2.06
fern,8.67,3.54
ferocious,9.74,3.14
ferociousness,10.4,2.68
ferocity,12.24,3.23
ferret,8.47,4.96
ferrite,17.7,4.64
ferrous,13.71,3.22
ferry,8,1.94
ferryboat,8.63,2.99
ferryman,10.62,1.56
fertile,9.32,2.69
fertility,14.45,2.87
fertilization,9.47,2.01
fertilize,9.53,3.1
fertilizer,7.67,2.63
fervency,15.08,1.98
fervent,13.24,3.51
fervor,11.75,3.19
fescue,16.1,5.17
fess,10.57,4.65
fest,9.88,2.75
festal,14.44,4
fester,11.01,2.77
festival,8.39,2.91
festive,8.42,2.46
festiveness,12.25,4.27
festivity,9.84,3.79
festoon,14.6,4.25
feta,15.94,4.09
fetal,11.95,2.8
fetch,6.61,2.55
fete,14.46,3.91
fetid,13.6,3.2
fetish,13.44,3.07
fetishism,14.94,2.17
fetishist,15.25,2.52
fetishistic,16.8,3.36
fetlock,12.75,3.59
fetor,15,3.03
fetter,13.91,3.65
fettle,16.67,1.15
fettler,13.62,5.37
fettuccine,12.94,4.18
fetus,12.72,2.16
feud,10.33,2.77
feudal,11.93,2.74
feudalism,12.8,2.25
feudalistic,13.69,1.84
feuilleton,18,5.66
fever,5.84,1.68
fevered,9.12,3
feverish,8.94,2.98
feverous,10.06,2.32
few,6,1.6
fiacre,16.6,1.67
fiance,10.32,3.04
fiancee,8.47,3.1
fiasco,11.68,3.62
fib,6.5,2.57
fibber,7,3.54
fiber,10.82,3.02
fiberglass,10.84,3.15
fibril,15.08,2.61
fibrillation,14.58,5.6
fibrinogen,15.58,4.76
fibroblast,16.89,4.34
fibroid,16.65,5.37
fibrosis,14.94,3.96
fibrotic,14.77,3.92
fibrous,12.47,3.16
fibster,11.12,5.31
fibula,13.24,4.75
fibular,14.09,2.59
fiche,14.17,3.56
fichus,14.75,3.37
fickle,11,2.52
fico,15.5,5.83
fiction,7.22,2.56
fictional,8,2.43
fictionalize,11.76,2.75
fictitious,9.06,1.39
fiddle,8.28,3.75
fiddler,8.56,2.89
fiddlestick,9.81,4.02
fiddly,11.15,3.98
fidelity,12.82,2.43
fidget,8.52,4.76
fidgety,7.89,2.71
fiduciary,15.71,2.87
fief,12.67,2.42
field,6.1,2.38
fielder,9.44,3.07
fieldstrip,9.91,2.77
fieldwork,10.8,3.12
fiend,10.39,2.81
fiendish,12.05,3.61
fierce,9.04,3.07
fierceness,11.11,4.32
fiery,10.28,4.13
fiesta,10.84,4.15
fife,11.28,3.97
fifteen,6.1,1.75
fifth,5.36,2.32
fifty,5.55,1.92
fig,8.06,2.82
fight,5.47,2.06
fightable,9.89,3.16
fighter,6.89,4.34
figment,9.63,2.93
figural,11.85,2.61
figurate,12.78,4.74
figurative,13.06,2.68
figure,7.53,2.72
figurehead,12.11,3.84
figureless,10.75,3.8
figurer,12.75,4.48
figurine,9,2.45
filament,11.29,3.48
filbert,13.73,4.1
filcher,16.56,4.64
file,8.21,2.78
filer,10.6,3.9
filet,9.89,3.1
filial,15.29,3.93
filibuster,14.87,2.36
filigree,13.06,4.7
fill,5.06,1.47
filler,8.83,2.57
fillet,10.95,5.13
filling,6.82,1.5
filly,10,4.71
film,6.95,2.57
filmgoer,10.89,3.69
filmic,14.5,3.74
filmmaker,11,2.47
filmstrip,10,2.79
filmy,11.41,3.92
filter,8.05,2.55
filth,7.45,2.82
filthiness,7.05,2.34
filthy,7.17,3.17
filtration,11.42,2.61
fin,7.3,3.36
finagle,12.21,2.26
final,6.58,3.13
finale,7.74,2.75
finalist,8.56,2.23
finality,12.5,2.85
finalize,10.3,2.6
finance,12.52,3.22
financial,11.16,3.86
financier,14,2.58
finch,8.91,2.66
find,5.78,3.89
finder,6.06,2.04
fine,7.44,2.68
fineness,10,2.85
finery,11.47,3.45
finesse,12.39,3.16
finger,3.43,2.2
fingerboard,11.65,1.58
fingernail,4,1.59
fingerprint,7.56,2.71
fingertip,6,2.77
finicky,9.47,2.85
finis,13.89,4.08
finish,6.32,2.45
finisher,10.42,3.2
finite,12.84,2.95
fink,7.27,1.19
fir,8.75,2.38
fire,3.25,1.16
firearm,9.94,3.51
fireball,8.58,2.55
firebomb,10.32,2.96
firebox,9.47,4.09
firebrand,12.29,3.41
firebreak,13.75,3.55
firebug,7.94,2.91
firecracker,5.56,1.92
firefight,10.21,4.85
firefighter,5.16,2.22
firefly,6.39,2.25
firehose,5.76,2.06
firehouse,5.95,2.88
firehydrant,5.36,1.95
firelight,9.17,3.38
fireman,5.05,1.22
fireplace,7.37,3.65
fireplug,8.73,3.17
firepower,9.21,3.08
fireproof,8.72,3.25
fireside,9.39,3.16
firestorm,12.75,2.59
firetrap,10.63,2.85
firetruck,3.69,1.89
firewall,13.56,3.62
firewater,11,3.78
fireweed,12.33,3.2
firewood,6.61,2
firework,4.95,1.47
fireworks,4.95,1.4
firm,11.17,3.67
firma,14.5,3.58
firmament,13.06,3.73
firmamental,15.27,4.43
firmness,9.12,2.64
firmware,12.86,3.46
first,4.39,1.31
firstborn,8.83,4.03
firstling,10.73,3.74
firth,12.33,5.2
fiscal,14.89,2.45
fish,4.05,1.61
fishbone,7.64,2.19
fishbowl,5.47,2.22
fisherman,5.16,1.77
fisherwoman,7.06,4.39
fishery,9.95,3.14
fisheye,8.78,4.39
fishhook,6.84,3.24
fishing,4.72,2.4
fishinghook,7.69,3.75
fishingpole,6.18,2.91
fishingrod,7.64,3.34
fishless,8.71,2.79
fishmeal,11.59,4.77
fishmonger,13.65,3.41
fishnet,10.55,3.22
fishpond,6.94,1.95
fishtail,9.67,3.87
fishtank,5.94,1.88
fishwife,12.67,1.66
fishy,6.72,2.87
fissile,12.9,5.4
fission,14.72,3.18
fissionable,16.4,3.89
fissure,14.47,3.48
fist,4.58,1.64
fistfight,8.11,2.6
fistful,6.29,2.34
fistic,8.25,3.3
fisticuffs,14.5,2.51
fistula,16,5.04
fit,5.74,1.66
fitful,12.38,3.52
fitness,8.74,2.38
fitter,8.86,3.36
five,4.51,1.36
fiver,11.86,3.68
fix,5,1.88
fixable,8.32,3.25
fixate,12.47,3.06
fixation,11.33,2.61
fixedness,12.38,3.57
fixer,8,3.38
fixture,8.53,2.32
fizz,7.06,1.89
fizzle,8.56,3.73
fizzy,6.5,2.23
fjord,12.41,4.5
flab,11.33,3.03
flabbergasted,12.61,4.13
flabby,8.9,3.22
flaccid,14.94,3.53
flag,5.33,2.38
flagellant,15,2.92
flagellate,13.64,2.9
flagellation,15.87,4.32
flageolet,14.88,2.85
flagman,9.5,2.34
flagon,13.31,5.22
flagpole,6.44,2.75
flagrant,11.59,3.24
flagship,13.12,3.48
flagstaff,11.33,3.74
flagstone,11.56,2.12
flail,12.19,3.45
flair,8.91,3.12
flak,13.56,4.77
flake,5.95,2.76
flakiness,11.11,1.91
flaky,9.63,2.24
flam,11.78,4.94
flambeau,14,3.82
flamboyance,13.68,3.43
flamboyant,12.47,3.49
flame,6.25,2.38
flamenco,14.06,2.51
flameout,11.39,3.29
flamer,13.8,4.41
flamethrower,8.89,2.6
flaming,7.32,2.83
flamingo,6.32,2.71
flammable,10.06,3.4
flan,12.65,4.2
flange,15.47,3.72
flank,12.15,3.56
flanker,12.5,2.73
flannel,9.44,2.99
flap,7.21,3.07
flapdoodle,16.67,5.51
flapjack,8.5,2.21
flapper,10.47,3.24
flare,9.84,2.75
flares,11.45,3.32
flash,7.42,2.46
flashback,10.61,2.85
flashbulb,7.78,2.69
flasher,9.11,2.4
flashgun,14.42,4.19
flashiness,10.32,2.65
flashlight,5.61,1.97
flashover,13.6,3.86
flashpoint,14.47,3.81
flashy,7.74,1.76
flask,10.78,3.86
flat,5.68,1.67
flatbed,9.3,3.18
flatcar,11.69,3.48
flatfish,12.64,4.16
flatfoot,11.11,3.84
flathead,9.53,2.9
flatiron,11.67,4.46
flatland,9.47,3.57
flatlander,12.53,4.5
flatness,6.95,2.74
flatten,7.05,2.35
flatter,9.53,3.84
flattered,12.44,3.38
flatterer,12.44,2.45
flattering,10.14,3
flattery,9.61,2.45
flattop,9.29,3.06
flatulence,13.5,3.88
flatulent,11.22,3.34
flatus,14,3.06
flatware,12.5,3.87
flatwork,13.85,3.76
flatworm,9.28,3.32
flaunt,10.59,3.3
flautist,12.55,3.14
flavor,6.3,2.41
flavorful,9.83,3.54
flavorings,7.4,2.41
flavorless,9.32,3.86
flaw,9.78,1.96
flawed,9.74,2.79
flawless,9.33,2.89
flax,12.45,4.36
flaxseed,15.78,4.82
flay,12.29,3.64
flea,7.79,2.97
fleabag,8.06,3.47
fleck,11.41,4.5
fledge,13.77,3.42
fledgling,14.11,4.98
flee,8.33,2.72
fleece,10.2,3.81
fleecy,10.75,3.73
fleer,12.5,3.51
fleet,10.74,2.45
fleetness,14.5,4.43
flesh,8.3,2.62
fleshless,10.84,2.36
fleshpot,14.31,2.25
fleshy,12.83,3.28
fletch,12,3.95
flex,8.68,3.45
flexibility,9.65,2.76
flexible,7.58,2.46
flexor,14.21,3.77
flexure,16.5,5.08
flibbertigibbet,13.25,5.44
flick,7.55,3.1
flicker,10.2,5.08
flier,8.94,3.69
flight,7.47,4.15
flightless,8.94,3.04
flighty,11.94,2.98
flimflam,14.15,4.71
flimsy,9.21,3.36
flinch,7.89,3.1
flincher,11.56,3.69
fling,8.95,4.05
flint,9.62,3.42
flintlock,13.17,3.76
flinty,9.15,3.58
flip,5.11,1.32
flippancy,12.55,4.18
flippant,13.88,5.06
flipper,8.58,3.42
flipping,7.58,2.93
flirt,8.68,3.16
flirtation,10.53,2.32
flirtatious,13.67,3.6
flirter,10.95,2.34
flirty,10.05,2.72
flit,10.6,2.63
flitter,10.12,3.6
flivver,15.75,2.63
float,5.39,2.55
floatability,10.39,2.99
floater,9.47,2.27
flocculation,11.33,3.06
flock,7.18,2.9
floe,14.17,4.11
flog,10.32,3.23
flood,6.58,2.39
floodgate,11.17,3.09
floodlight,8.68,2.93
floodplain,12.8,5.03
floodwater,8.5,2.85
floor,4.44,1.98
floorboard,9.35,3.43
flooring,7.84,2.83
floorshow,10.47,2.47
floorwalker,12.5,5.09
floozy,12.18,3.03
flop,6.68,3.32
flophouse,13.79,4.04
flopper,12.4,4.48
floppy,6.68,5.09
flora,11.94,4.09
floral,8.84,3.3
florescence,10.56,4.13
florescent,11,2.89
floribunda,15,0
florid,12.93,2.92
florin,13.71,3.64
florist,8.45,2.28
floss,7.06,2.84
flotation,8.26,3.16
flotilla,14.14,4.22
flotsam,12.55,3.11
flounce,10.07,5.21
flouncy,12.75,3.14
flounder,8.8,3.46
flour,6.89,2.33
flourish,10.94,2.36
flourless,10.79,2.62
floury,8.76,4.05
flout,14.5,5.13
flow,7.4,1.9
flower,3.11,1.24
flowerbed,7.05,1.68
flowering,9.16,2.93
flowerless,9.53,4.05
flowerpot,6.55,2.65
flowery,8.06,2.94
flowstone,13.54,4.46
flu,6.47,2.84
flub,11.67,3.18
fluctuant,13.14,2.77
fluctuate,12.22,2.67
fluctuating,11.81,3.67
fluctuation,11.53,4.27
flue,10.93,3.81
fluent,10.42,2.76
fluff,4.85,1.57
fluffy,5.95,2.9
fluid,7.94,2.8
fluidity,13.61,3.47
fluke,10.1,2.63
flume,12.4,3.85
flummox,13.62,2.83
flummoxed,13.36,3.54
flunk,8.16,2.5
flunky,9.67,2.5
fluoresce,10.08,2.93
fluorescent,11.94,3.39
fluoridation,12.31,3.57
fluoride,9.67,5
fluorine,13.47,4.27
fluorite,13.83,4.06
fluorocarbon,13.82,3.54
fluoroscope,15.09,2.02
fluorspar,13.17,4.49
flurry,9.44,3.55
flush,5.17,2.68
flusher,10.73,3.61
fluster,12.21,3.29
flute,8.47,2.22
flutist,11.61,3.52
flutter,8.35,3.25
fluttery,10.24,3.85
flux,14.5,3.31
fly,3.05,1.18
flyable,10,3.76
flyaway,8.94,3.47
flyblown,14.6,3.51
flyboy,10.76,3.36
flyby,10.95,5.29
flycatcher,7.95,1.61
flyer,7.44,2.59
flyleaf,11.87,3.07
flyover,10.11,1.97
flypaper,9.48,3.43
flyspeck,11.79,4.08
flyswatter,5.79,2.8
flytrap,6.18,2.04
flyweight,11.86,4.11
foal,8.44,2.48
foam,6.15,2.52
foamy,7.37,3.13
fob,12.38,3.86
focal,10,2.66
focus,8.32,3.22
fodder,14,2.78
foe,9.95,2.8
fog,6.21,2.2
fogbound,12.91,4.83
fogey,10.75,3.26
fogginess,9.68,3.06
foggy,7.11,2.59
foghorn,8.94,4.8
foible,15.4,4.22
foil,7.57,1.89
foist,13.08,4.03
fold,4.95,1.87
folder,8.21,4.25
folderol,15.43,7.16
foldout,9.55,2.8
foliage,10.63,3.09
folic,14.25,3.3
folio,12.93,4.38
folk,8.19,2.96
folklore,9.56,3.57
folkloric,12.25,3.59
folksong,7.33,2.25
folksy,11.11,3.54
folktale,8.63,2.29
folkway,14.75,4.17
follicle,12.38,4.86
follicular,12.8,5.31
follow,5.11,2.91
follower,7.79,2.02
following,6.21,1.7
folly,10.67,3.2
foment,14.67,4
fond,9.21,2.42
fondant,14.17,4.82
fondle,13,3.35
fondness,10.5,2.16
fondue,10.78,3.37
font,11.5,4.9
food,3.25,1.21
foodie,13.47,4.49
foodless,7.56,2.28
foodstuff,11.17,3.38
fool,7.56,3.05
foolery,11.68,4.24
foolhardy,11.58,2.91
foolish,8.94,2.92
foolishness,8.95,3.99
foolproof,9.71,2.8
foolscap,12.67,3.74
foot,3.44,1.38
footage,9.41,1.7
football,4.84,1.64
footballer,8.71,3.84
footbath,8.53,3.76
footboard,8.82,3.26
footbridge,11.2,3.36
footer,11.67,3.06
footfall,12.4,3.38
footgear,9.12,2.39
foothold,11.16,4
footing,9.05,3.58
footlights,11.2,3.05
footling,12.9,3.18
footlocker,10.95,2.86
footloose,11.55,3.22
footman,11.59,5.41
footmark,10.47,4.03
footnote,11.6,2.64
footpad,11.06,3.62
footpath,7.72,2.44
footplate,11.33,3.06
footprint,5.78,2.18
footrace,9.11,3.76
footrest,6.55,2.56
footrope,11.83,3.66
footsie,7.32,4.03
footslogger,15.62,2.83
footstep,5.38,2.16
footsteps,6.46,2.4
footstone,11.1,2.96
footstool,6,2.58
footsy,9.16,3.85
footwear,7.74,2.45
footwork,10.63,3.09
footy,7.92,3.62
fop,11.71,3.5
foppery,12,2.06
foppish,14.58,5.3
foppishness,16.44,4.25
for,4.39,1.97
forage,11.47,3.04
foramen,12.6,3.85
foraminifera,16,4
forasmuch,13.71,4.01
foray,13.85,3.85
forbear,11.94,3.1
forbearance,15.22,3.56
forbid,8.47,2.99
forbidding,9.63,3.64
force,6,1.78
forceful,7.89,1.91
forceps,13.74,3.89
forces,7.56,2.87
forcible,11,2.74
ford,8.1,3.74
fordo,17.83,2.32
fore,12.17,3.99
forearm,8.65,2.28
forebear,14.07,4.2
foreboding,12.29,3.48
forebrain,12.77,4.19
forecast,9.05,2.26
forecastle,11.7,3.77
foreclose,13.5,2.96
foreclosure,15.47,2.7
forecourt,14.17,3.64
foredeck,11.57,3.84
forefather,9.37,2.79
forefinger,7.26,2.73
forefront,11.76,2.8
forego,11.62,2.33
foregoing,12.26,4.51
foregone,11.82,3.54
foreground,10.85,3.75
forehand,10.89,2.9
forehead,5.58,2.36
foreign,8.74,2.23
foreigner,10.39,3.31
foreignness,11.41,3.48
foreknowledge,13.24,3.05
forelady,14,3.07
foreleg,10.33,3.09
forelimb,13.31,5.24
forelock,12.9,3.78
foreman,11.45,4.25
foremast,11.67,2.55
foremost,11.78,2.84
forensic,13.3,4.05
forensics,14.11,3.33
foreordain,16.27,3.13
forepaw,9,3.05
foreplay,14.4,2.01
forerunner,12.41,1.87
foresail,15.2,4.18
foresee,10.95,3.64
foreseeable,12.24,2.82
foreshadow,13.11,3.5
foresheet,14.33,3.54
foreshock,13.57,3.41
foresight,10.78,2.02
foresightedness,13.82,3.11
foreskin,13.42,2.06
forest,6.28,2.52
forestall,11.8,2.62
forestation,14.77,2.83
forestay,11.64,3.14
forested,8.56,3.52
forester,10.44,3.6
forestry,9.94,2.67
foretaste,12.92,3.45
foretell,10.06,3.33
foreteller,11.35,2.96
forethought,11.11,3
foretop,15.86,2.91
forevermore,9.33,2.33
forewarn,11.16,3.5
forewarning,10.84,2.82
forewoman,13.27,3.95
foreword,10.6,4.45
foreyard,12.78,5.38
forfeit,10.4,3.03
forfeiture,13.18,3.54
forfend,15,NA
forge,9.8,1.74
forger,11,3.43
forgery,10.74,2.75
forget,4.78,1.99
forgetful,7.84,3.02
forgetfulness,7.47,1.43
forgettable,7,2.22
forgivable,8.76,2.28
forgive,5.44,1.54
forgiveness,6.68,2.29
forgiver,8.21,3.26
forgiving,7.28,2.3
forint,16,5.1
fork,3.63,1.86
forkful,6.84,3.13
forklift,9.11,3.55
forlorn,11.29,1.98
form,7.58,2.97
formable,10.12,2.42
formal,10.5,3.07
formaldehyde,11.39,2.28
formalin,17.14,2.12
formalism,14.38,2.66
formality,12.59,2.32
formalize,11.47,4.12
format,11.47,2.29
formation,9.67,2.59
formative,12.11,2.64
former,8.45,2.07
formfitting,11.39,2.89
formic,15.71,3.77
formidable,11.29,2.62
formless,11.37,4.99
formula,10.47,2.63
formulaic,13.5,3.96
formulary,13.5,2.99
formulate,10.75,3.11
formulation,12,3.6
fornicate,13.44,3.4
fornication,12.35,2.37
fornicator,14.94,3.02
forsake,10.86,2.99
forsooth,12,2.88
forswear,13.8,5.61
forsworn,11.53,4.27
fort,6.48,3.09
forte,12.72,3.82
forth,7.17,2.6
forthcoming,12.72,2.76
forthright,12.35,2.54
forthrightness,10.75,3.49
fortification,12.67,2.89
fortify,10.83,2.81
fortitude,12,2.83
fortnight,10.53,3.39
fortress,10.05,4.49
fortuitous,14.19,3.53
fortunate,10.17,2.96
fortune,9.05,2.39
fortuneteller,8,2.53
fortunetelling,10.11,3.4
forty,6.53,1.29
fortyish,10.05,2.88
forum,12.52,3.47
forward,4.24,1.33
forwarder,12,3.4
forwarding,11.78,4.15
forwards,6.08,3.52
fossil,7.5,2.53
fossilization,10.32,2.81
fossilized,9.16,2.99
foster,9.01,2.82
foul,7.75,2.15
foulard,14.4,2.61
foulmouthed,9.1,2.86
foulness,12,3.51
found,5.15,1.96
foundation,10.94,2.62
founder,9.5,3.15
founding,10.42,2.67
foundling,12.25,3.64
foundry,11.6,3.18
fount,12.67,4.47
fountain,7.17,2.79
four,4.93,2.48
foursome,12.24,3.33
foursquare,10.5,4.41
fourth,4.68,1.29
fovea,16.6,5.41
fowl,7.89,2.87
fowling,13.36,3.86
fox,5.02,1.78
foxglove,13.73,4.61
foxhole,11.06,3.47
foxhound,9.33,3.18
foxhunt,9.94,4.89
foxhunting,10.39,3.58
foxtrot,12.39,4.1
foxy,10.11,3.39
foyer,11.68,4.12
fracas,14,5.92
fractal,12,4.37
fraction,10.06,2.53
fractional,10.8,3.22
fractious,13.38,3.45
fracture,9.8,3.27
fragile,8.28,2.4
fragility,9.88,3.24
fragment,11.53,3.82
fragmentary,14.21,4.02
fragmentation,13.61,2.52
fragrance,9.63,3.17
fragrant,9.58,3.79
frail,9.64,3.03
frailty,11.16,3.18
fraise,13.17,5.71
frame,7.67,2.68
framer,10.74,3.69
framework,8.83,3.49
franc,12.81,3.6
franchise,12.58,4.15
franchisee,15.95,3.54
francium,15.67,5.2
frangible,13.46,3.57
frangipani,15.5,1.91
frank,10.58,3.65
frankincense,10.14,4.19
frankness,13.26,4.05
frantic,10.67,2.17
frap,13.17,3.76
frappe,15.12,4.06
frat,14.8,2.57
fraternal,10.32,4.12
fraternity,12.95,2.42
fraternization,15.31,1.78
fraternize,14.68,2.71
fratricidal,16,3.35
frau,15.58,3.42
fraud,10.11,2.76
fraudulent,11.12,3.16
fraught,12.22,3.02
fray,11.47,2.99
frayed,10.37,3.58
frays,10.69,3.07
frazzle,11.42,3.1
freak,8.02,2.81
freakiness,8.95,2.22
freakish,10.74,2.66
freaky,7.6,2.16
freckle,5.61,2.2
freckled,6.58,2.39
freckles,5.17,2.02
free,5.21,1.78
freebase,14.88,3.71
freebie,10.79,3.39
freeborn,11,4.44
freedom,7.05,2.46
freelance,13.84,3.24
freelancer,13.58,3.19
freeloader,10.94,2.46
freeman,11.38,5.03
freemason,15,3.29
freemasonry,14.4,4.1
freesia,12.82,4.26
freestanding,10.63,3.15
freestyle,11.06,3.13
freethinker,11.44,4.87
freethinking,12.79,3.58
freeware,16.47,5.29
freeway,10.32,3.97
freewill,10.28,2.76
freeze,4.89,1.76
freezer,4.63,1.71
freezing,6.05,2.88
freight,10.56,3.45
freighter,10.47,3.47
frenetic,13.69,2.9
frenzied,12.39,3.31
frenzy,9.53,2.93
freq,15.5,4.04
frequency,9.79,2.64
frequent,6.94,1.95
frequenter,11.2,2.81
fresco,14.5,4.1
fresh,6.22,1.86
freshen,8.84,2.85
freshener,8.47,1.77
freshet,13.71,4.23
freshman,10.45,2.52
freshness,9.44,2.48
freshwater,7.72,2.95
fret,11.11,3.5
fretful,12.32,2.6
fretfulness,13.75,2.54
friable,14.12,3.09
friar,9.22,2.88
fricassee,13.91,4.89
friction,9.8,2.07
frictionless,13.12,2.26
fridge,4.67,1.33
fried,7.47,2.67
friend,3.57,1.43
friendless,7.95,3.75
